INPUT:story_a	INPUT:story_b	INPUT:ending_a	INPUT:ending_b	INPUT:system_a	INPUT:system_b	INPUT:content_plan_id	OUTPUT:category	GOLDEN:category	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
Joe and Sarah were in Ireland. The city was called Rathlin Island. Joe was in his teens, and Sarah was a child. Joe, being a man of science, built a telescope. The telescope, with its high precision, measured the location of the city, which was in the center of the island. As the months of December, January, and February passed, the city was not seen. But then, on the third night of January, the sky lit up.	The main character is a young couple, Joe and Sara. After losing their jobs in the city of Lomax, the couple moves to Dublin, Ireland. It is the year 2,000, and in the year 2000 an ancient city was built in the middle of the country.	He had found a solution. The moon had appeared and was reflecting the light from Rathlin.	Joe and Sara are on a road trip around the country.	random	rank	47	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c549f27e95a17f1f8c14a7	0001d29799--61c53dfb8a7e2d04d1b134bf	0001d29799--61c549f27e95a17f1f8c14a7	f8355b9c44701b88228ceb93c3935964	APPROVED	2021-12-24T04:17:54.149
Joe and Sarah were in Ireland. The city was called Rathlin Island. Joe was in his teens, and Sarah was a child. Joe, being a man of science, built a telescope. The telescope, with its high precision, measured the location of the city, which was in the center of the island. As the months of December, January, and February passed, the city was not seen. But then, on the third night of January, the sky lit up.	The main character is a young couple, Joe and Sara. After losing their jobs in the city of Lomax, the couple moves to Dublin, Ireland. It is the year 2,000, and in the year 2000 an ancient city was built in the middle of the country.	He had found a solution. The moon had appeared and was reflecting the light from Rathlin.	Joe and Sara are on a road trip around the country.	random	rank	47	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c549f8087825143c9cb79b	0001d29799--61c53dfb8a7e2d04d1b134bf	0001d29799--61c549f8087825143c9cb79b	f945ca556b401ee77b8bc31ef1d17f09	APPROVED	2021-12-24T04:18:00.651
John Smith, Junior and Tashia Smith, daughter of John Smith Jr, have been hiking through the desert for the last few months. Tasha's father has recently moved his wife and kids to Taos. The Smiths have become friends with the Smith family. John Smith Sr. is an old friend and his son has become a good friend of the Smiths. The three of them have been working on their book manuscript. John Sr.	It's a warm, beautiful day in the American Southwest. The sun is shining, and the trees are bursting with color. The air is crisp, and there's a mild breeze blowing. The birds are chirping, and everything seems peaceful. It's just the perfect day for a romantic stroll by the water. John Smith, Sr, has spent the last six months in T.O. preparing his family to celebrate his upcoming wedding to his long time sweetheart Tasha.	He came out of the canyon with a bag full of gear, a backpack, a tent, a camera, and his backpack. He was dressed head to toe in desert camo.	It's a beautiful, bright sunny day in Taos.	rank	random	45	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c549f9fcd8cc1d864f692a	0001d29799--61c53dfb8a7e2d04d1b134bd	0001d29799--61c549f9fcd8cc1d864f692a	f8cf396197bb28a5979734cf837dc249	APPROVED	2021-12-24T04:18:01.963
John Smith, Junior and Tashia Smith, daughter of John Smith Jr, have been hiking through the desert for the last few months. Tasha's father has recently moved his wife and kids to Taos. The Smiths have become friends with the Smith family. John Smith Sr. is an old friend and his son has become a good friend of the Smiths. The three of them have been working on their book manuscript. John Sr.	It's a warm, beautiful day in the American Southwest. The sun is shining, and the trees are bursting with color. The air is crisp, and there's a mild breeze blowing. The birds are chirping, and everything seems peaceful. It's just the perfect day for a romantic stroll by the water. John Smith, Sr, has spent the last six months in T.O. preparing his family to celebrate his upcoming wedding to his long time sweetheart Tasha.	He came out of the canyon with a bag full of gear, a backpack, a tent, a camera, and his backpack. He was dressed head to toe in desert camo.	It's a beautiful, bright sunny day in Taos.	rank	random	45	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c549fb333f4371ec388218	0001d29799--61c53dfb8a7e2d04d1b134bd	0001d29799--61c549fb333f4371ec388218	fcde1ebc05bc9a70de0a9582b327efa1	APPROVED	2021-12-24T04:18:03.747
John Smith, Junior and Tashia Smith, daughter of John Smith Jr, have been hiking through the desert for the last few months. Tasha's father has recently moved his wife and kids to Taos. The Smiths have become friends with the Smith family. John Smith Sr. is an old friend and his son has become a good friend of the Smiths. The three of them have been working on their book manuscript. John Sr.	It's a warm, beautiful day in the American Southwest. The sun is shining, and the trees are bursting with color. The air is crisp, and there's a mild breeze blowing. The birds are chirping, and everything seems peaceful. It's just the perfect day for a romantic stroll by the water. John Smith, Sr, has spent the last six months in T.O. preparing his family to celebrate his upcoming wedding to his long time sweetheart Tasha.	He came out of the canyon with a bag full of gear, a backpack, a tent, a camera, and his backpack. He was dressed head to toe in desert camo.	It's a beautiful, bright sunny day in Taos.	rank	random	45	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a042c141a36822f0f3d	0001d29799--61c53dfb8a7e2d04d1b134bd	0001d29799--61c54a042c141a36822f0f3d	f5afeb4d13317dfe1d52432820d3dbc6	APPROVED	2021-12-24T04:18:12.461
It is late at night, and Mark and Nannette have a long conversation over drinks in a San Francisco bar. A woman sits at the bar next to Mark and the two talk, but there is no kiss. The two get up and leave. Nanette gets a taxi and leaves, and a short time later a group of people come into the bar and start making out. Mark and his friend stop the taxi and get out.	Mark Pritcell and Naneta Pritcey were walking home in California when they were attacked by a killer ghost. Mark had seen a little girl and was concerned that he might get killed too. Naneta had been a police detective and thought that he would do the same as she had. However, something changed when they passed the graveyard. Mark thought the girl might be a ghost, and Nannette agreed that it might be.	She kissed him. He went to her room and she had sex.	They found the girl in her coffin. It was very, very cold.	random	rank	13	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a0474aec512095b1beb	0001d29799--61c53dfb8a7e2d04d1b1349d	0001d29799--61c54a0474aec512095b1beb	f30bffa774ccd7f850af8b1bb2ee202e	APPROVED	2021-12-24T04:18:12.611
John Smith, Junior and Tashia Smith, daughter of John Smith Jr, have been hiking through the desert for the last few months. Tasha's father has recently moved his wife and kids to Taos. The Smiths have become friends with the Smith family. John Smith Sr. is an old friend and his son has become a good friend of the Smiths. The three of them have been working on their book manuscript. John Sr.	"Tasha was a single mom, trying to support the family of a small child, John Smith Jr. John was the only boy her daughter was ever happy to have around. Tasha would give John anything he wanted and if he said no"" he'd be sad and then she'd find another toy to play with. Tanya had been away on vacation when John and Taddy were born."	He came out of the canyon with a bag full of gear, a backpack, a tent, a camera, and his backpack. He was dressed head to toe in desert camo.	The little boy is gone. He's never coming back.	rank	nsp	45	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a14f24bf90965ad347c	0001d29799--61c53dfb8a7e2d04d1b1348b	0001d29799--61c54a14f24bf90965ad347c	f30bffa774ccd7f850af8b1bb2ee202e	APPROVED	2021-12-24T04:18:28.989
It is late at night, and Mark and Nannette have a long conversation over drinks in a San Francisco bar. A woman sits at the bar next to Mark and the two talk, but there is no kiss. The two get up and leave. Nanette gets a taxi and leaves, and a short time later a group of people come into the bar and start making out. Mark and his friend stop the taxi and get out.	Mark Pritcell and Naneta Pritcey were walking home in California when they were attacked by a killer ghost. Mark had seen a little girl and was concerned that he might get killed too. Naneta had been a police detective and thought that he would do the same as she had. However, something changed when they passed the graveyard. Mark thought the girl might be a ghost, and Nannette agreed that it might be.	She kissed him. He went to her room and she had sex.	They found the girl in her coffin. It was very, very cold.	random	rank	13	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a19b756df533ecc7117	0001d29799--61c53dfb8a7e2d04d1b1349d	0001d29799--61c54a19b756df533ecc7117	fcde1ebc05bc9a70de0a9582b327efa1	APPROVED	2021-12-24T04:18:33.557
It is late at night, and Mark and Nannette have a long conversation over drinks in a San Francisco bar. A woman sits at the bar next to Mark and the two talk, but there is no kiss. The two get up and leave. Nanette gets a taxi and leaves, and a short time later a group of people come into the bar and start making out. Mark and his friend stop the taxi and get out.	Mark Pritcell and Naneta Pritcey were walking home in California when they were attacked by a killer ghost. Mark had seen a little girl and was concerned that he might get killed too. Naneta had been a police detective and thought that he would do the same as she had. However, something changed when they passed the graveyard. Mark thought the girl might be a ghost, and Nannette agreed that it might be.	She kissed him. He went to her room and she had sex.	They found the girl in her coffin. It was very, very cold.	random	rank	13	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a1a954d1d0ce02edf17	0001d29799--61c53dfb8a7e2d04d1b1349d	0001d29799--61c54a1a954d1d0ce02edf17	ee2f754ee6655596a0885d6894a845cb	APPROVED	2021-12-24T04:18:34.768
A young boy and his two sisters live with their parents, and while Minnie's family doesn't mind their home-bound existence, John's parents do not. He wants his own home, but he knows he'll never get it. His older sister, Mary, is an art student in the City College of San Francisco, where she's studying to become a teacher. Mary has recently fallen for an art teacher who works for the school, and the two of them share a strong bond.	John is in love with Minnie, and is determined to marry her, despite being unable to speak a word of Chinese. Minnie loves John, and also wants to get married. Their father disapproves of their relationship, and they argue often. John is not allowed to visit Minnie's home or to visit her parents, but he secretly does so.	When Mary decides she wants to move to San Francisco and pursue her dreams, John agrees to help her. But things quickly get complicated when Mary's new teacher is the very man who John loves and trusts most.	John and Minnie marry. They live happily ever after.	rank	ppl	9	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a21dc2baa1a590e85e9	0001d29799--61c53dfb8a7e2d04d1b13435	0001d29799--61c54a21dc2baa1a590e85e9	f30bffa774ccd7f850af8b1bb2ee202e	APPROVED	2021-12-24T04:18:41.760
John Smith, Junior and Tashia Smith, daughter of John Smith Jr, have been hiking through the desert for the last few months. Tasha's father has recently moved his wife and kids to Taos. The Smiths have become friends with the Smith family. John Smith Sr. is an old friend and his son has become a good friend of the Smiths. The three of them have been working on their book manuscript. John Sr.	"Tasha was a single mom, trying to support the family of a small child, John Smith Jr. John was the only boy her daughter was ever happy to have around. Tasha would give John anything he wanted and if he said no"" he'd be sad and then she'd find another toy to play with. Tanya had been away on vacation when John and Taddy were born."	He came out of the canyon with a bag full of gear, a backpack, a tent, a camera, and his backpack. He was dressed head to toe in desert camo.	The little boy is gone. He's never coming back.	rank	nsp	45	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a274c56523b1e7acb8d	0001d29799--61c53dfb8a7e2d04d1b1348b	0001d29799--61c54a274c56523b1e7acb8d	fcde1ebc05bc9a70de0a9582b327efa1	APPROVED	2021-12-24T04:18:47.423
John Smith, Junior and Tashia Smith, daughter of John Smith Jr, have been hiking through the desert for the last few months. Tasha's father has recently moved his wife and kids to Taos. The Smiths have become friends with the Smith family. John Smith Sr. is an old friend and his son has become a good friend of the Smiths. The three of them have been working on their book manuscript. John Sr.	"Tasha was a single mom, trying to support the family of a small child, John Smith Jr. John was the only boy her daughter was ever happy to have around. Tasha would give John anything he wanted and if he said no"" he'd be sad and then she'd find another toy to play with. Tanya had been away on vacation when John and Taddy were born."	He came out of the canyon with a bag full of gear, a backpack, a tent, a camera, and his backpack. He was dressed head to toe in desert camo.	The little boy is gone. He's never coming back.	rank	nsp	45	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a2eb7c04d4f13b3badc	0001d29799--61c53dfb8a7e2d04d1b1348b	0001d29799--61c54a2eb7c04d4f13b3badc	f8355b9c44701b88228ceb93c3935964	APPROVED	2021-12-24T04:18:54.031
A young boy and his two sisters live with their parents, and while Minnie's family doesn't mind their home-bound existence, John's parents do not. He wants his own home, but he knows he'll never get it. His older sister, Mary, is an art student in the City College of San Francisco, where she's studying to become a teacher. Mary has recently fallen for an art teacher who works for the school, and the two of them share a strong bond.	John is in love with Minnie, and is determined to marry her, despite being unable to speak a word of Chinese. Minnie loves John, and also wants to get married. Their father disapproves of their relationship, and they argue often. John is not allowed to visit Minnie's home or to visit her parents, but he secretly does so.	When Mary decides she wants to move to San Francisco and pursue her dreams, John agrees to help her. But things quickly get complicated when Mary's new teacher is the very man who John loves and trusts most.	John and Minnie marry. They live happily ever after.	rank	ppl	9	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a305411d05ee08b0409	0001d29799--61c53dfb8a7e2d04d1b13435	0001d29799--61c54a305411d05ee08b0409	f945ca556b401ee77b8bc31ef1d17f09	APPROVED	2021-12-24T04:18:56.317
Javale McGee has just moved into his new house with his long-time girlfriend Polly and his new dog, Razz, who has a penchant for stealing things. He notices that the house was built before he moved in and, as an act of defiance, he has built a house of his own. As he is finishing up the basement, he notices a mysterious man in a suit walking along the shore.	It was a bright, beautiful day in North, Oregon. Everyone was doing their best to relax on their vacation in the summer of 1984. The children were happy and laughing and giggling as the sun was setting. Then, all of a sudden, it began to rain. They were all soaked, but Polly was the first to make a break for the house. She took the two of them in her arms and tried to find her wet shoes, but to no avail.	It was the most perfect moment, and it made him smile the best he had smiled in months. It was the first time he had really laughed since his divorce had ended.	They walked across the street to a gas station for a few minutes before stopping by a convenience store for some soda. The girl said that she'd take them home. Polly thought that was weird, but didn't say anything.	random	rank	39	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a3162fc8844007e8041	0001d29799--61c53dfb8a7e2d04d1b134b7	0001d29799--61c54a3162fc8844007e8041	f0d29388e43fb51bf4f303eb728f7853	APPROVED	2021-12-24T04:18:57.963
A young boy and his two sisters live with their parents, and while Minnie's family doesn't mind their home-bound existence, John's parents do not. He wants his own home, but he knows he'll never get it. His older sister, Mary, is an art student in the City College of San Francisco, where she's studying to become a teacher. Mary has recently fallen for an art teacher who works for the school, and the two of them share a strong bond.	John is in love with Minnie, and is determined to marry her, despite being unable to speak a word of Chinese. Minnie loves John, and also wants to get married. Their father disapproves of their relationship, and they argue often. John is not allowed to visit Minnie's home or to visit her parents, but he secretly does so.	When Mary decides she wants to move to San Francisco and pursue her dreams, John agrees to help her. But things quickly get complicated when Mary's new teacher is the very man who John loves and trusts most.	John and Minnie marry. They live happily ever after.	rank	ppl	9	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a3bb919eb26ccc48f35	0001d29799--61c53dfb8a7e2d04d1b13435	0001d29799--61c54a3bb919eb26ccc48f35	fcde1ebc05bc9a70de0a9582b327efa1	APPROVED	2021-12-24T04:19:07.318
John Smith Jr is a small town boy who is trying to figure out a place for himself. He is the youngest son of an abusive alcoholic who is in his early 20s. John Smith Jr spends most of his time with his mother who is his step-father's sister. John spends his time playing in the woods with his dog. While in the town, he meets Tasha. Tasha is his cousin's daughter who is the oldest child in the house.	John Smith, Junior and Tashia Smith, daughter of John Smith Jr, have been hiking through the desert for the last few months. Tasha's father has recently moved his wife and kids to Taos. The Smiths have become friends with the Smith family. John Smith Sr. is an old friend and his son has become a good friend of the Smiths. The three of them have been working on their book manuscript. John Sr.	They said the only way they could be together was to kill themselves, but Tasha said she couldn't, because she had no place to go.	He came out of the canyon with a bag full of gear, a backpack, a tent, a camera, and his backpack. He was dressed head to toe in desert camo.	ppl	rank	45	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a3d386e3b51bcb102eb	0001d29799--61c53dfb8a7e2d04d1b13459	0001d29799--61c54a3d386e3b51bcb102eb	f30bffa774ccd7f850af8b1bb2ee202e	APPROVED	2021-12-24T04:19:09.900
John Smith Jr is a small town boy who is trying to figure out a place for himself. He is the youngest son of an abusive alcoholic who is in his early 20s. John Smith Jr spends most of his time with his mother who is his step-father's sister. John spends his time playing in the woods with his dog. While in the town, he meets Tasha. Tasha is his cousin's daughter who is the oldest child in the house.	John Smith, Junior and Tashia Smith, daughter of John Smith Jr, have been hiking through the desert for the last few months. Tasha's father has recently moved his wife and kids to Taos. The Smiths have become friends with the Smith family. John Smith Sr. is an old friend and his son has become a good friend of the Smiths. The three of them have been working on their book manuscript. John Sr.	They said the only way they could be together was to kill themselves, but Tasha said she couldn't, because she had no place to go.	He came out of the canyon with a bag full of gear, a backpack, a tent, a camera, and his backpack. He was dressed head to toe in desert camo.	ppl	rank	45	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a4d65a3257833de23bc	0001d29799--61c53dfb8a7e2d04d1b13459	0001d29799--61c54a4d65a3257833de23bc	ed4fadc6181e2369afec76ba60f26b3c	APPROVED	2021-12-24T04:19:25.631
John Smith Jr is a small town boy who is trying to figure out a place for himself. He is the youngest son of an abusive alcoholic who is in his early 20s. John Smith Jr spends most of his time with his mother who is his step-father's sister. John spends his time playing in the woods with his dog. While in the town, he meets Tasha. Tasha is his cousin's daughter who is the oldest child in the house.	John Smith, Junior and Tashia Smith, daughter of John Smith Jr, have been hiking through the desert for the last few months. Tasha's father has recently moved his wife and kids to Taos. The Smiths have become friends with the Smith family. John Smith Sr. is an old friend and his son has become a good friend of the Smiths. The three of them have been working on their book manuscript. John Sr.	They said the only way they could be together was to kill themselves, but Tasha said she couldn't, because she had no place to go.	He came out of the canyon with a bag full of gear, a backpack, a tent, a camera, and his backpack. He was dressed head to toe in desert camo.	ppl	rank	45	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a519bc84149e0069f60	0001d29799--61c53dfb8a7e2d04d1b13459	0001d29799--61c54a519bc84149e0069f60	f8355b9c44701b88228ceb93c3935964	APPROVED	2021-12-24T04:19:29.282
"The time travel technology that the Bishop family is developing could save the world. Sister Benjamin is an engineer. She is a leader and a visionary in Washo County. ""She's a woman of action. She will not be held back."" Brother Benjamin is a scientist, who is also a member of the Church of the Flying Spaghetti Monster. ""He's a man of science and a scientist. He's not afraid to try new things."	"A new world is dawning. The human race is becoming extinct, a plague of zombies has infected all humans and has now turned its attention on Washoe. The only known cure is the creation of a Washoe virus"" and the only known person who can create this virus is Benjamin. Brother and Sister have to save their family and find the cure before the virus can destroy them. Benjamin, in his final attempt to create the virus, has found a mysterious old man in the woods."	When the technology is ready and Sister Benjamin has a vision of a perfect world, it's time for Brother Benjamin to become a true prophet.	Benjamin has a choice to make. Will he create the Washoe Virus?	rank	ppl	11	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a575991164d53dba4c6	0001d29799--61c53dfb8a7e2d04d1b13437	0001d29799--61c54a575991164d53dba4c6	f30bffa774ccd7f850af8b1bb2ee202e	APPROVED	2021-12-24T04:19:35.830
"The time travel technology that the Bishop family is developing could save the world. Sister Benjamin is an engineer. She is a leader and a visionary in Washo County. ""She's a woman of action. She will not be held back."" Brother Benjamin is a scientist, who is also a member of the Church of the Flying Spaghetti Monster. ""He's a man of science and a scientist. He's not afraid to try new things."	"A new world is dawning. The human race is becoming extinct, a plague of zombies has infected all humans and has now turned its attention on Washoe. The only known cure is the creation of a Washoe virus"" and the only known person who can create this virus is Benjamin. Brother and Sister have to save their family and find the cure before the virus can destroy them. Benjamin, in his final attempt to create the virus, has found a mysterious old man in the woods."	When the technology is ready and Sister Benjamin has a vision of a perfect world, it's time for Brother Benjamin to become a true prophet.	Benjamin has a choice to make. Will he create the Washoe Virus?	rank	ppl	11	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a5fe8bb210997c946ac	0001d29799--61c53dfb8a7e2d04d1b13437	0001d29799--61c54a5fe8bb210997c946ac	fc1c3ebc4e89e40d13be35849d5bc7d6	APPROVED	2021-12-24T04:19:43.136
"The time travel technology that the Bishop family is developing could save the world. Sister Benjamin is an engineer. She is a leader and a visionary in Washo County. ""She's a woman of action. She will not be held back."" Brother Benjamin is a scientist, who is also a member of the Church of the Flying Spaghetti Monster. ""He's a man of science and a scientist. He's not afraid to try new things."	"A new world is dawning. The human race is becoming extinct, a plague of zombies has infected all humans and has now turned its attention on Washoe. The only known cure is the creation of a Washoe virus"" and the only known person who can create this virus is Benjamin. Brother and Sister have to save their family and find the cure before the virus can destroy them. Benjamin, in his final attempt to create the virus, has found a mysterious old man in the woods."	When the technology is ready and Sister Benjamin has a vision of a perfect world, it's time for Brother Benjamin to become a true prophet.	Benjamin has a choice to make. Will he create the Washoe Virus?	rank	ppl	11	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a63b8375918ec7ebbe1	0001d29799--61c53dfb8a7e2d04d1b13437	0001d29799--61c54a63b8375918ec7ebbe1	ee2f754ee6655596a0885d6894a845cb	APPROVED	2021-12-24T04:19:47.296
Benjamin Franklin and his sister Samantha Franklin were a wealthy young man from the time of the American Revolution when they were living in New Hampshire. They were in New Orleans on the night of September 14, 1774 when the British burned the city and Benjamin Franklin was among the first to escape to safety. He was able to escape because he had an understanding with Samuel Hopkinson, the owner of a bar in New Haven, Connecticut.	"Samantha and Benjamin are a successful and successful family. She is a high-priced executive who makes sure that everything is done properly. He is a self-confessed slacker"" who likes to drink beer and play with his computer. But what is their secret? When Benjamin starts having nightmares of a woman in a yellow dress, Samantha and Benjamin realize they are a couple."	He got back to New Jersey, but his sister did not.	In the end the two have an argument, and when Benjamin tells her that he's leaving, she breaks down crying. She goes to call her best friend, but then decides to wait for him.	random	rank	34	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a63cb0a6839084a939a	0001d29799--61c53dfb8a7e2d04d1b134b2	0001d29799--61c54a63cb0a6839084a939a	ee893a36d90b44e78e9bc99a4184f7b1	APPROVED	2021-12-24T04:19:47.460
It's been two weeks since the night of the incident. Jose and his wife, Dorothy, are both still in Lisbon, but that hasn't been enough for them. They don't think they are the same anymore. That night, they decided to find out. They went to the local park and sat next to a bench that had an empty bench and some chairs, and waited for the sun to set. Dorothy sat in the corner and closed her eyes.	When Jose and his wife, Dorothy, were in Lisbon, Portugal, it was a happy time in their lives. They had a great job in a bank, an expensive house, and a beautiful family. They were living the life that every family with a little money could dream of. Jose was working as a high school teacher, and Dorothy was a dental hygienist. When Jose's job ended, he found himself unemployed and without a job.	When the sun sets, the light of the full moon begins to illuminate the entire landscape. The sun and moon are so bright that the shadows of all the trees in the park have a golden hue.	The man who has no work is the man who does not work.	rank	nsp	8	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a63cb0a6839084a93a1	0001d29799--61c53dfb8a7e2d04d1b13466	0001d29799--61c54a63cb0a6839084a93a1	f945ca556b401ee77b8bc31ef1d17f09	APPROVED	2021-12-24T04:19:47.593
Benjamin Franklin and his sister Samantha Franklin were a wealthy young man from the time of the American Revolution when they were living in New Hampshire. They were in New Orleans on the night of September 14, 1774 when the British burned the city and Benjamin Franklin was among the first to escape to safety. He was able to escape because he had an understanding with Samuel Hopkinson, the owner of a bar in New Haven, Connecticut.	"Samantha and Benjamin are a successful and successful family. She is a high-priced executive who makes sure that everything is done properly. He is a self-confessed slacker"" who likes to drink beer and play with his computer. But what is their secret? When Benjamin starts having nightmares of a woman in a yellow dress, Samantha and Benjamin realize they are a couple."	He got back to New Jersey, but his sister did not.	In the end the two have an argument, and when Benjamin tells her that he's leaving, she breaks down crying. She goes to call her best friend, but then decides to wait for him.	random	rank	34	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a65654e2775e48570b1	0001d29799--61c53dfb8a7e2d04d1b134b2	0001d29799--61c54a65654e2775e48570b1	f5afeb4d13317dfe1d52432820d3dbc6	APPROVED	2021-12-24T04:19:49.010
Benjamin Franklin and his sister Samantha Franklin were a wealthy young man from the time of the American Revolution when they were living in New Hampshire. They were in New Orleans on the night of September 14, 1774 when the British burned the city and Benjamin Franklin was among the first to escape to safety. He was able to escape because he had an understanding with Samuel Hopkinson, the owner of a bar in New Haven, Connecticut.	"Samantha and Benjamin are a successful and successful family. She is a high-priced executive who makes sure that everything is done properly. He is a self-confessed slacker"" who likes to drink beer and play with his computer. But what is their secret? When Benjamin starts having nightmares of a woman in a yellow dress, Samantha and Benjamin realize they are a couple."	He got back to New Jersey, but his sister did not.	In the end the two have an argument, and when Benjamin tells her that he's leaving, she breaks down crying. She goes to call her best friend, but then decides to wait for him.	random	rank	34	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a66cb0a6839084a93b3	0001d29799--61c53dfb8a7e2d04d1b134b2	0001d29799--61c54a66cb0a6839084a93b3	f30bffa774ccd7f850af8b1bb2ee202e	APPROVED	2021-12-24T04:19:50.020
It's been two weeks since the night of the incident. Jose and his wife, Dorothy, are both still in Lisbon, but that hasn't been enough for them. They don't think they are the same anymore. That night, they decided to find out. They went to the local park and sat next to a bench that had an empty bench and some chairs, and waited for the sun to set. Dorothy sat in the corner and closed her eyes.	When Jose and his wife, Dorothy, were in Lisbon, Portugal, it was a happy time in their lives. They had a great job in a bank, an expensive house, and a beautiful family. They were living the life that every family with a little money could dream of. Jose was working as a high school teacher, and Dorothy was a dental hygienist. When Jose's job ended, he found himself unemployed and without a job.	When the sun sets, the light of the full moon begins to illuminate the entire landscape. The sun and moon are so bright that the shadows of all the trees in the park have a golden hue.	The man who has no work is the man who does not work.	rank	nsp	8	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a68803113280d7f5eee	0001d29799--61c53dfb8a7e2d04d1b13466	0001d29799--61c54a68803113280d7f5eee	f8cf396197bb28a5979734cf837dc249	APPROVED	2021-12-24T04:19:52.511
On her fourth birthday, Tom and his brother Kathy were invited to see their grandmother and uncle, an elderly man called Mr. Fink. Mr. and Mrs. Finks were both very old, and as he did not live long enough to enjoy the company of younger children, Tom did not get to spend much time with them. Mr, Fink had been in poor health for some time, but his mind had been working steadily.	It is a typical New York summer with a lot of rain. Tom and his friend Kathy Finkle were walking along a river when they fell into a strange cave. There they met two girls. One of them was a little girl who looked exactly like Tom. When they heard that she was an orphan, Tom and the other boy wanted to adopt her and raise her in their home. They were able to convince Kathy to go with them and so she agreed.	He was an old man, but he could still read. He read aloud and showed us how to read too.	They never found a place for the little girl, though she was adopted and went to live with them.	rank	ppl	19	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a68ed03567feec7e224	0001d29799--61c53dfb8a7e2d04d1b1343f	0001d29799--61c54a68ed03567feec7e224	f3b8f6f60d7ff7931950a6bcb8b3b4ae	APPROVED	2021-12-24T04:19:52.509
It's been two weeks since the night of the incident. Jose and his wife, Dorothy, are both still in Lisbon, but that hasn't been enough for them. They don't think they are the same anymore. That night, they decided to find out. They went to the local park and sat next to a bench that had an empty bench and some chairs, and waited for the sun to set. Dorothy sat in the corner and closed her eyes.	When Jose and his wife, Dorothy, were in Lisbon, Portugal, it was a happy time in their lives. They had a great job in a bank, an expensive house, and a beautiful family. They were living the life that every family with a little money could dream of. Jose was working as a high school teacher, and Dorothy was a dental hygienist. When Jose's job ended, he found himself unemployed and without a job.	When the sun sets, the light of the full moon begins to illuminate the entire landscape. The sun and moon are so bright that the shadows of all the trees in the park have a golden hue.	The man who has no work is the man who does not work.	rank	nsp	8	1				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a6974fdb82592ddd217	0001d29799--61c53dfb8a7e2d04d1b13466	0001d29799--61c54a6974fdb82592ddd217	fcde1ebc05bc9a70de0a9582b327efa1	APPROVED	2021-12-24T04:19:53.281
On her fourth birthday, Tom and his brother Kathy were invited to see their grandmother and uncle, an elderly man called Mr. Fink. Mr. and Mrs. Finks were both very old, and as he did not live long enough to enjoy the company of younger children, Tom did not get to spend much time with them. Mr, Fink had been in poor health for some time, but his mind had been working steadily.	It is a typical New York summer with a lot of rain. Tom and his friend Kathy Finkle were walking along a river when they fell into a strange cave. There they met two girls. One of them was a little girl who looked exactly like Tom. When they heard that she was an orphan, Tom and the other boy wanted to adopt her and raise her in their home. They were able to convince Kathy to go with them and so she agreed.	He was an old man, but he could still read. He read aloud and showed us how to read too.	They never found a place for the little girl, though she was adopted and went to live with them.	rank	ppl	19	2				https://toloka.yandex.ru/task/30578585/0001d29799--61c54a6aa2ac1301faeb9da5	0001d29799--61c53dfb8a7e2d04d1b1343f	0001d29799--61c54a6aa2ac1301faeb9da5	f0d29388e43fb51bf4f303eb728f7853	APPROVED	2021-12-24T04:19:54.887
