[ID]	[KEY/ABSTRACT]	[KEYWORDS]	[DISCOURSE (T/I/B/C)]	[NUM_PARAGRAPHS]	[PARAGRAPH]	[PREVIOUS_PARAGRAPH]
plot-3_2	K	b'crouching tiger, hidden dragon'[SEP]desert bandit named lo breaks[SEP]pair soon fell passionately[SEP]lo eventually convinced jen[SEP]century qing dynasty china[SEP]fly among white clouds .'[SEP]best fighting techniques[SEP]private security company[SEP]shu lien finally manages[SEP]friend yu shu lien heads[SEP]seeing jen fight mu bai	B	5	At night, a desert bandit named Lo breaks into Jen\'s bedroom and asks her to leave with him. A flashback reveals that in the past, when Governor Yu and his family were traveling in the western deserts, Lo and his bandits had raided Jen\'s caravan and Lo had stolen her comb. She pursued him to his desert cave to get her comb back. However, the pair soon fell passionately in love. Lo eventually convinced Jen to return to her family, though not before telling her a legend of a man who jumped off a cliff to make his wishes come true. Because the man\'s heart was pure, he did not die. Lo came to Beijing to persuade Jen not to go through with her arranged marriage. However, Jen refuses to leave with him. Later, Lo interrupts Jen\'s wedding procession, begging her to leave with him. Nearby, Shu Lien and Mu Bai convince Lo to wait for Jen at Mount Wudang, where he will be safe from Jen\'s family, who are furious with him. Jen runs away from her husband on their wedding night before the marriage could be consummated. Disguised in male clothing, she is accosted at an inn by a large group of warriors; armed with the Green Destiny and her own superior combat skills, she emerges victorious.	One evening, a masked thief sneaks into Sir Te\'s estate and steals the Green Destiny. Sir Te\'s servant Master Bo and Shu Lien trace the theft to Governor Yu\'s compound, where Jade Fox had been posing as Jen\'s governess for many years. Soon after, Mu Bai arrives in Beijing and discusses the theft with Shu Lien. Master Bo makes the acquaintance of Inspector Tsai, a police investigator from the provinces, and his daughter May, who have come to Beijing in pursuit of Fox. Fox challenges the pair and Master Bo to a showdown that night. Following a protracted battle, the group is on the verge of defeat when Mu Bai arrives and outmaneuvers Fox. She reveals that she killed Mu Bai\'s teacher because he would sleep with her, but refuse to take a woman as a pupil, and she felt it poetic justice for him to die at a woman\'s hand. Just as Mu Bai is about to kill her, the masked thief reappears and helps Fox. Fox kills Tsai before fleeing with the thief (who is revealed to be Jen). After seeing Jen fight Mu Bai, Fox realizes Jen had been secretly studying the Wudang manual. Fox is illiterate and could only follow the diagrams, whereas Jen\'s ability to read the manual allowed her to surpass her mentor in martial arts.
plot-3_3	K	b'crouching tiger, hidden dragon'[SEP]desert bandit named lo breaks[SEP]pair soon fell passionately[SEP]lo eventually convinced jen[SEP]century qing dynasty china[SEP]fly among white clouds .'[SEP]best fighting techniques[SEP]private security company[SEP]shu lien finally manages[SEP]friend yu shu lien heads[SEP]seeing jen fight mu bai	B	5	Jen visits Shu Lien, who tells her that Lo is waiting for her at Mount Wudang. After an angry exchange, the two women engage in a duel. Shu Lien is the superior fighter, but Jen wields the Green Destiny: the sword destroys each weapon that Shu Lien wields, until Shu Lien finally manages to defeat Jen with a broken sword. When Shu Lien shows mercy, Jen wounds Shu Lien in the arm. Mu Bai arrives and pursues Jen into a bamboo forest. Mu Bai confronts Jen and offers to take her as his student. She arrogantly promises to accept him as her teacher if he can take Green Destiny from her in three moves. Mu Bai is able to take the sword in only one move, but Jen goes back on her word and Mu Bai throws the sword over a waterfall. Jen dives after it, and is then rescued by Fox. Fox puts Jen into a drugged sleep and places her in a cavern; Mu Bai and Shu Lien discover her there. Fox suddenly reappears and attacks the others with poisoned darts. Mu Bai blocks the needles with his sword and avenges his master\'s death by mortally wounding Fox, only to realize that one of the darts hit him in the neck. Fox dies, confessing that her goal had been to kill Jen because Jen had hidden the secrets of Wudang\'s best fighting techniques from her.	At night, a desert bandit named Lo breaks into Jen\'s bedroom and asks her to leave with him. A flashback reveals that in the past, when Governor Yu and his family were traveling in the western deserts, Lo and his bandits had raided Jen\'s caravan and Lo had stolen her comb. She pursued him to his desert cave to get her comb back. However, the pair soon fell passionately in love. Lo eventually convinced Jen to return to her family, though not before telling her a legend of a man who jumped off a cliff to make his wishes come true. Because the man\'s heart was pure, he did not die. Lo came to Beijing to persuade Jen not to go through with her arranged marriage. However, Jen refuses to leave with him. Later, Lo interrupts Jen\'s wedding procession, begging her to leave with him. Nearby, Shu Lien and Mu Bai convince Lo to wait for Jen at Mount Wudang, where he will be safe from Jen\'s family, who are furious with him. Jen runs away from her husband on their wedding night before the marriage could be consummated. Disguised in male clothing, she is accosted at an inn by a large group of warriors; armed with the Green Destiny and her own superior combat skills, she emerges victorious.
plot-3_4	K	b'crouching tiger, hidden dragon'[SEP]desert bandit named lo breaks[SEP]pair soon fell passionately[SEP]lo eventually convinced jen[SEP]century qing dynasty china[SEP]fly among white clouds .'[SEP]best fighting techniques[SEP]private security company[SEP]shu lien finally manages[SEP]friend yu shu lien heads[SEP]seeing jen fight mu bai	C	5	Jen leaves to prepare an antidote for the poisoned dart. With his last breaths, he finally confesses his love for Shu Lien. He dies in her arms as Jen returns, too late to save him. The Green Destiny is returned to Sir Te. Jen later goes to Mount Wudang and spends the night with Lo. The next morning, Lo finds Jen standing on a bridge overlooking the edge of the mountain. In an echo of the legend that they spoke about in the desert, she asks him to make a wish. He wishes for them to be together again, back in the desert, and Jen jumps off the bridge to fly among white clouds.'	Jen visits Shu Lien, who tells her that Lo is waiting for her at Mount Wudang. After an angry exchange, the two women engage in a duel. Shu Lien is the superior fighter, but Jen wields the Green Destiny: the sword destroys each weapon that Shu Lien wields, until Shu Lien finally manages to defeat Jen with a broken sword. When Shu Lien shows mercy, Jen wounds Shu Lien in the arm. Mu Bai arrives and pursues Jen into a bamboo forest. Mu Bai confronts Jen and offers to take her as his student. She arrogantly promises to accept him as her teacher if he can take Green Destiny from her in three moves. Mu Bai is able to take the sword in only one move, but Jen goes back on her word and Mu Bai throws the sword over a waterfall. Jen dives after it, and is then rescued by Fox. Fox puts Jen into a drugged sleep and places her in a cavern; Mu Bai and Shu Lien discover her there. Fox suddenly reappears and attacks the others with poisoned darts. Mu Bai blocks the needles with his sword and avenges his master\'s death by mortally wounding Fox, only to realize that one of the darts hit him in the neck. Fox dies, confessing that her goal had been to kill Jen because Jen had hidden the secrets of Wudang\'s best fighting techniques from her.
plot-4_0	K	b'citizen kane'[SEP]successfully manipulating public opinion regarding[SEP]thatcher discussed arrangements inside[SEP]enormously wealthy newspaper publisher[SEP]producer tasks reporter jerry thompson[SEP]death becomes sensational news around[SEP]late banker walter parks thatcher[SEP]publishing scandalous articles[SEP]amateur singer susan alexander[SEP]political opponent discovered[SEP]rosebud ". thompson concludes	I	5	b'In a mansion called Xanadu, part of a vast palatial estate in Florida, the elderly Charles Foster Kane is on his deathbed. Holding a snow globe, he utters a word, "Rosebud", and dies. A newsreel obituary tells the life story of Kane, an enormously wealthy newspaper publisher and industrial magnate. Kane\'s death becomes sensational news around the world, and the newsreel\'s producer tasks reporter Jerry Thompson with discovering the meaning of "Rosebud".	NA
plot-4_1	K	b'citizen kane'[SEP]successfully manipulating public opinion regarding[SEP]thatcher discussed arrangements inside[SEP]enormously wealthy newspaper publisher[SEP]producer tasks reporter jerry thompson[SEP]death becomes sensational news around[SEP]late banker walter parks thatcher[SEP]publishing scandalous articles[SEP]amateur singer susan alexander[SEP]political opponent discovered[SEP]rosebud ". thompson concludes	B	5	Thompson sets out to interview Kane\'s friends and associates. He tries to approach his second wife, Susan Alexander Kane, now an alcoholic who runs her own nightclub, but she refuses to talk to him. Thompson goes to the private archive of the late banker Walter Parks Thatcher. Through Thatcher\'s written memoirs, Thompson learns about Kane\'s rise from a Colorado boarding house and the decline of his personal fortune.	b'In a mansion called Xanadu, part of a vast palatial estate in Florida, the elderly Charles Foster Kane is on his deathbed. Holding a snow globe, he utters a word, "Rosebud", and dies. A newsreel obituary tells the life story of Kane, an enormously wealthy newspaper publisher and industrial magnate. Kane\'s death becomes sensational news around the world, and the newsreel\'s producer tasks reporter Jerry Thompson with discovering the meaning of "Rosebud".
plot-4_2	K	b'citizen kane'[SEP]successfully manipulating public opinion regarding[SEP]thatcher discussed arrangements inside[SEP]enormously wealthy newspaper publisher[SEP]producer tasks reporter jerry thompson[SEP]death becomes sensational news around[SEP]late banker walter parks thatcher[SEP]publishing scandalous articles[SEP]amateur singer susan alexander[SEP]political opponent discovered[SEP]rosebud ". thompson concludes	B	5	In 1871, gold was discovered through a mining deed belonging to Kane\'s mother, Mary Kane. She hired Thatcher to establish a trust that would provide for Kane\'s education and to assume guardianship of him. While the parents and Thatcher discussed arrangements inside the boarding house, the young Kane played happily with a sled in the snow outside. When Kane\'s parents introduced him to Thatcher, the boy struck Thatcher with his sled and attempted to run away.	Thompson sets out to interview Kane\'s friends and associates. He tries to approach his second wife, Susan Alexander Kane, now an alcoholic who runs her own nightclub, but she refuses to talk to him. Thompson goes to the private archive of the late banker Walter Parks Thatcher. Through Thatcher\'s written memoirs, Thompson learns about Kane\'s rise from a Colorado boarding house and the decline of his personal fortune.
plot-4_3	K	b'citizen kane'[SEP]successfully manipulating public opinion regarding[SEP]thatcher discussed arrangements inside[SEP]enormously wealthy newspaper publisher[SEP]producer tasks reporter jerry thompson[SEP]death becomes sensational news around[SEP]late banker walter parks thatcher[SEP]publishing scandalous articles[SEP]amateur singer susan alexander[SEP]political opponent discovered[SEP]rosebud ". thompson concludes	B	5	By the time Kane gained control of his trust at the age of 25, the mine\'s productivity and Thatcher\'s prudent investing had made him one of the richest men in the world. He took control of the New York Inquirer newspaper and embarked on a career of yellow journalism, publishing scandalous articles that attacked Thatcher\'s (and his own) business interests. Kane sold his newspaper empire to Thatcher after the 1929 stock market crash left him short of cash.	In 1871, gold was discovered through a mining deed belonging to Kane\'s mother, Mary Kane. She hired Thatcher to establish a trust that would provide for Kane\'s education and to assume guardianship of him. While the parents and Thatcher discussed arrangements inside the boarding house, the young Kane played happily with a sled in the snow outside. When Kane\'s parents introduced him to Thatcher, the boy struck Thatcher with his sled and attempted to run away.
plot-4_4	K	b'citizen kane'[SEP]successfully manipulating public opinion regarding[SEP]thatcher discussed arrangements inside[SEP]enormously wealthy newspaper publisher[SEP]producer tasks reporter jerry thompson[SEP]death becomes sensational news around[SEP]late banker walter parks thatcher[SEP]publishing scandalous articles[SEP]amateur singer susan alexander[SEP]political opponent discovered[SEP]rosebud ". thompson concludes	C	5	Thompson interviews Kane\'s personal business manager, mr Bernstein. Bernstein recalls that Kane hired the best journalists available to build the Inquirers circulation. Kane rose to power by successfully manipulating public opinion regarding the Spanish\xe2\x80\x93American War and marrying Emily Norton, the niece of the President of the United States. Thompson interviews Kane\'s estranged best friend, Jedediah Leland, in a retirement home. Leland says that Kane\'s marriage to Emily disintegrated over the years, and he began an affair with amateur singer Susan Alexander while running for Governor of New York. Both his wife and his political opponent discovered the affair and the public scandal ended his political career. Kane married Susan and forced her into a humiliating operatic career for which she had neither the talent nor the ambition, even building a large opera house for her. After Leland began to write a negative review of Susan\'s opera debut, Kane fired him but finished the negative review and printed it. Susan consents to an interview with Thompson and describes the aftermath of her opera career. Kane finally allowed her to abandon singing after she attempted suicide. After years spent dominated by Kane and living in isolation at Xanadu, she left him. Kane\'s butler Raymond recounts that, after Susan left him, he began violently destroying the contents of her bedroom. When he happened upon a snow globe, he grew calm and said "Rosebud". Thompson concludes that he is unable to solve the mystery and that the meaning of Kane\'s last word will forever remain a mystery. Back at Xanadu, Kane\'s belongings are cataloged or discarded by the staff. They find the sled on which the eight-year-old Kane was playing on the day that he was taken from his home in Colorado. They throw it with other junk into a furnace and, as it burns, the camera reveals its trade name, not noticed by the staff: "Rosebud".'	By the time Kane gained control of his trust at the age of 25, the mine\'s productivity and Thatcher\'s prudent investing had made him one of the richest men in the world. He took control of the New York Inquirer newspaper and embarked on a career of yellow journalism, publishing scandalous articles that attacked Thatcher\'s (and his own) business interests. Kane sold his newspaper empire to Thatcher after the 1929 stock market crash left him short of cash.
plot-5_0	K	b'animal farm'[SEP]squealer subsequently reports boxer \'[SEP]happiest animals live simple lives[SEP]napoleon educates young puppies[SEP]cowshed "), snowball announces[SEP]run manor farm near willingdon[SEP]donkey called benjamin alerts[SEP]set aside special food items[SEP]sides begin fighting loudly[SEP]young porker named squealer[SEP]man (" comrade napoleon "),	I	5	b'The poorly-run Manor Farm near Willingdon, England, is ripened for rebellion from its animal populace by neglect at the hands of the irresponsible and alcoholic farmer, mr Jones. One night, the exalted boar, Old Major, holds a conference, at which he calls for the overthrow of humans and teaches the animals a revolutionary song called "Beasts of England". When Old Major dies, two young pigs, Snowball and Napoleon, assume command and stage a revolt, driving mr Jones off the farm and renaming the property "Animal Farm". They adopt the Seven Commandments of Animalism, the most important of which is, "All animals are equal". The decree is painted in large letters on one side of the barn. Snowball teaches the animals to read and write, while Napoleon educates young puppies on the principles of Animalism. To commemorate the start of Animal Farm, Snowball raises a green flag with a white hoof and horn. Food is plentiful, and the farm runs smoothly. The pigs elevate themselves to positions of leadership and set aside special food items, ostensibly for their personal health. Following an unsuccessful attempt by mr Jones and his associates to retake the farm (later dubbed the "Battle of the Cowshed"), Snowball announces his plans to modernise the farm by building a windmill. Napoleon disputes this idea, and matters come to head, which culminate in Napoleon\'s dogs chasing Snowball away and Napoleon declaring himself supreme commander.	NA
plot-5_1	K	b'animal farm'[SEP]squealer subsequently reports boxer \'[SEP]happiest animals live simple lives[SEP]napoleon educates young puppies[SEP]cowshed "), snowball announces[SEP]run manor farm near willingdon[SEP]donkey called benjamin alerts[SEP]set aside special food items[SEP]sides begin fighting loudly[SEP]young porker named squealer[SEP]man (" comrade napoleon "),	B	5	Napoleon enacts changes to the governance structure of the farm, replacing meetings with a committee of pigs who will run the farm. Through a young porker named Squealer, Napoleon claims credit for the windmill idea, claiming that Snowball was only trying to win animals to his side. The animals work harder with the promise of easier lives with the windmill. When the animals find the windmill collapsed after a violent storm, Napoleon and Squealer persuade the animals that Snowball is trying to sabotage their project and begin to purge the farm of animals Napoleon accuses of consorting with his old rival. When some animals recall the Battle of the Cowshed, Napoleon (who was nowhere to be found during the battle) gradually smears Snowball to the point of saying he is a collaborator of mr Jones, even dismissing the fact that Snowball was given an award of courage while falsely representing himself as the main hero of the battle. "Beasts of England" is replaced with "Animal Farm", while an anthem glorifying Napoleon, who appears to be adopting the lifestyle of a man ("Comrade Napoleon"), is composed and sung. Napoleon then conducts a second purge, during which many animals who are alleged to be helping Snowball in plots are executed by Napoleon\'s dogs, which troubles the rest of the animals. Despite their hardships, the animals are easily placated by Napoleon\'s retort that they are better off than they were under mr Jones, as well as by the sheep\'s continual bleating of \xe2\x80\x9cfour legs good, two legs bad\xe2\x80\x9d.	b'The poorly-run Manor Farm near Willingdon, England, is ripened for rebellion from its animal populace by neglect at the hands of the irresponsible and alcoholic farmer, mr Jones. One night, the exalted boar, Old Major, holds a conference, at which he calls for the overthrow of humans and teaches the animals a revolutionary song called "Beasts of England". When Old Major dies, two young pigs, Snowball and Napoleon, assume command and stage a revolt, driving mr Jones off the farm and renaming the property "Animal Farm". They adopt the Seven Commandments of Animalism, the most important of which is, "All animals are equal". The decree is painted in large letters on one side of the barn. Snowball teaches the animals to read and write, while Napoleon educates young puppies on the principles of Animalism. To commemorate the start of Animal Farm, Snowball raises a green flag with a white hoof and horn. Food is plentiful, and the farm runs smoothly. The pigs elevate themselves to positions of leadership and set aside special food items, ostensibly for their personal health. Following an unsuccessful attempt by mr Jones and his associates to retake the farm (later dubbed the "Battle of the Cowshed"), Snowball announces his plans to modernise the farm by building a windmill. Napoleon disputes this idea, and matters come to head, which culminate in Napoleon\'s dogs chasing Snowball away and Napoleon declaring himself supreme commander.
plot-5_2	K	b'animal farm'[SEP]squealer subsequently reports boxer \'[SEP]happiest animals live simple lives[SEP]napoleon educates young puppies[SEP]cowshed "), snowball announces[SEP]run manor farm near willingdon[SEP]donkey called benjamin alerts[SEP]set aside special food items[SEP]sides begin fighting loudly[SEP]young porker named squealer[SEP]man (" comrade napoleon "),	B	5	mr Frederick, a neighbouring farmer, attacks the farm, using blasting powder to blow up the restored windmill. Although the animals win the battle, they do so at great cost, as many, including Boxer the workhorse, are wounded. Although he recovers from this, Boxer eventually collapses while working on the windmill (being almost 12 years old at that point). He is taken away in a knacker\'s van, and a donkey called Benjamin alerts the animals of this, but Squealer quickly waves off their alarm by persuading the animals that the van had been purchased from the knacker by an animal hospital and that the previous owner\'s signboard had not been repainted. Squealer subsequently reports Boxer\'s death and honours him with a festival the following day. (However, Napoleon had in fact engineered the sale of Boxer to the knacker, allowing him and his inner circle to acquire money to buy whisky for themselves)	Napoleon enacts changes to the governance structure of the farm, replacing meetings with a committee of pigs who will run the farm. Through a young porker named Squealer, Napoleon claims credit for the windmill idea, claiming that Snowball was only trying to win animals to his side. The animals work harder with the promise of easier lives with the windmill. When the animals find the windmill collapsed after a violent storm, Napoleon and Squealer persuade the animals that Snowball is trying to sabotage their project and begin to purge the farm of animals Napoleon accuses of consorting with his old rival. When some animals recall the Battle of the Cowshed, Napoleon (who was nowhere to be found during the battle) gradually smears Snowball to the point of saying he is a collaborator of mr Jones, even dismissing the fact that Snowball was given an award of courage while falsely representing himself as the main hero of the battle. "Beasts of England" is replaced with "Animal Farm", while an anthem glorifying Napoleon, who appears to be adopting the lifestyle of a man ("Comrade Napoleon"), is composed and sung. Napoleon then conducts a second purge, during which many animals who are alleged to be helping Snowball in plots are executed by Napoleon\'s dogs, which troubles the rest of the animals. Despite their hardships, the animals are easily placated by Napoleon\'s retort that they are better off than they were under mr Jones, as well as by the sheep\'s continual bleating of \xe2\x80\x9cfour legs good, two legs bad\xe2\x80\x9d.
plot-5_3	K	b'animal farm'[SEP]squealer subsequently reports boxer \'[SEP]happiest animals live simple lives[SEP]napoleon educates young puppies[SEP]cowshed "), snowball announces[SEP]run manor farm near willingdon[SEP]donkey called benjamin alerts[SEP]set aside special food items[SEP]sides begin fighting loudly[SEP]young porker named squealer[SEP]man (" comrade napoleon "),	B	5	Years pass, the windmill is rebuilt, and another windmill is constructed, which makes the farm a good amount of income. However, the ideals that Snowball discussed, including stalls with electric lighting, heating, and running water, are forgotten, with Napoleon advocating that the happiest animals live simple lives. Snowball has been forgotten, alongside Boxer, with "the exception of the few who knew him". Many of the animals who participated in the rebellion are dead or old. mr Jones is also dead, saying he "died in an inebriates\' home in another part of the country". The pigs start to resemble humans, as they walk upright, carry whips, drink alcohol, and wear clothes. The Seven Commandments are abridged to just one phrase: "All animals are equal, but some animals are more equal than others". The maxim "Four legs good, two legs bad" is similarly changed to "Four legs good, two legs better". Other changes include the Hoof and Horn flag being replaced with a plain green banner and Old Major\'s skull, which was previously put on display, being reburied.	mr Frederick, a neighbouring farmer, attacks the farm, using blasting powder to blow up the restored windmill. Although the animals win the battle, they do so at great cost, as many, including Boxer the workhorse, are wounded. Although he recovers from this, Boxer eventually collapses while working on the windmill (being almost 12 years old at that point). He is taken away in a knacker\'s van, and a donkey called Benjamin alerts the animals of this, but Squealer quickly waves off their alarm by persuading the animals that the van had been purchased from the knacker by an animal hospital and that the previous owner\'s signboard had not been repainted. Squealer subsequently reports Boxer\'s death and honours him with a festival the following day. (However, Napoleon had in fact engineered the sale of Boxer to the knacker, allowing him and his inner circle to acquire money to buy whisky for themselves)
plot-5_4	K	b'animal farm'[SEP]squealer subsequently reports boxer \'[SEP]happiest animals live simple lives[SEP]napoleon educates young puppies[SEP]cowshed "), snowball announces[SEP]run manor farm near willingdon[SEP]donkey called benjamin alerts[SEP]set aside special food items[SEP]sides begin fighting loudly[SEP]young porker named squealer[SEP]man (" comrade napoleon "),	C	5	Napoleon holds a dinner party for the pigs and local farmers, with whom he celebrates a new alliance. He abolishes the practice of the revolutionary traditions and restores the name "The Manor Farm". The men and pigs start playing cards, flattering and praising each other while cheating at the game. Both Napoleon and mr Pilkington, one of the farmers, play the Ace of Spades at the same time and both sides begin fighting loudly over who cheated first. When the animals outside look at the pigs and men, they can no longer distinguish between the two.'	Years pass, the windmill is rebuilt, and another windmill is constructed, which makes the farm a good amount of income. However, the ideals that Snowball discussed, including stalls with electric lighting, heating, and running water, are forgotten, with Napoleon advocating that the happiest animals live simple lives. Snowball has been forgotten, alongside Boxer, with "the exception of the few who knew him". Many of the animals who participated in the rebellion are dead or old. mr Jones is also dead, saying he "died in an inebriates\' home in another part of the country". The pigs start to resemble humans, as they walk upright, carry whips, drink alcohol, and wear clothes. The Seven Commandments are abridged to just one phrase: "All animals are equal, but some animals are more equal than others". The maxim "Four legs good, two legs bad" is similarly changed to "Four legs good, two legs better". Other changes include the Hoof and Horn flag being replaced with a plain green banner and Old Major\'s skull, which was previously put on display, being reburied.
plot-6_0	K	b'blue velvet (film)'[SEP]college student jeffrey beaumont returns home[SEP]frank catches jeffrey leaving dorothy \'[SEP]detective williams \' partner tom gordon[SEP]jeffrey sees frank attending dorothy \'[SEP]sadomasochistic sexual relationship[SEP]lounge singer named dorothy vallens[SEP]stealing confiscated narcotics[SEP]police detective john williams[SEP]distinctive yellow sport coat[SEP]yellow man mortally wounded	I	5	b'College student Jeffrey Beaumont returns home to Lumberton, North Carolina after his father Tom suffers a near-fatal stroke. Walking home from the hospital, he cuts through a vacant lot and discovers a severed human ear. Jeffrey takes the ear to police detective John Williams and becomes reacquainted with his daughter, Sandy, who tells him that the ear somehow relates to a lounge singer named Dorothy Vallens. Intrigued, Jeffrey enters Dorothy\'s apartment by posing as an exterminator and steals a spare key while she is distracted by a man in a distinctive yellow sport coat, whom Jeffrey nicknames the "Yellow Man".	NA
